""	"DMRT1"	"DKK1"	"WNT4"	"SRY"	"NR0B1"	"RSPO1"	"NR5A1"	"SOX9"	"CTNNB1"	"WT1pKTS"	"FGF9"	"DHH"	"PGD2"	"FOXL2"	"AMH"	"CBX2"	"UGR"	"GATA4"	"WT1mKTS"
"E1824_201"	0	0	2	2	2	2	1	0	0	2	0	0	0	0	0	0	0	2	1
"E1537_369"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1086_259"	2	2	0	2	2	1	0	0	0	2	0	0	0	0	0	0	0	1	2
"E876_180"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	1
"E1917_61"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1408_582"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E405_385"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E341_11"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	1
"E1410_317"	0	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	1	2
"E147_576"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E291_790"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E599_522"	2	2	0	1	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E348_410"	2	2	0	2	0	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E980_487"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E361_169"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1229_342"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1939_722"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E708_462"	2	2	0	2	0	0	2	2	0	2	2	1	0	0	1	0	0	1	2
"E1960_322"	2	2	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E503_531"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1060_31"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	2	2
"E1027_606"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E745_397"	2	2	0	2	2	0	2	1	0	2	0	0	0	0	0	0	0	2	2
"E49_746"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E428_24"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	1	2
"E1884_256"	2	2	2	1	1	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E712_552"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E308_684"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E556_489"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1922_398"	2	2	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	1	2
"E1374_197"	2	2	2	2	1	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E73_367"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E587_354"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1916_191"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	1	0	2	2
"E411_702"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1753_617"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1128_599"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1649_560"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	1
"E1772_193"	0	0	2	2	2	1	1	0	1	2	0	0	0	0	0	0	0	2	2
"E856_645"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E366_621"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1507_255"	2	2	1	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E434_151"	0	0	2	0	1	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E126_398"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1117_481"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1235_24"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E864_620"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E440_541"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1491_568"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1702_379"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1470_526"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1460_368"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1267_383"	2	2	0	2	2	0	2	2	0	1	0	0	0	0	0	0	0	2	2
"E1263_503"	2	2	0	2	1	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E323_627"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1335_269"	2	2	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1475_668"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E301_676"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1843_343"	2	2	0	2	0	0	2	2	0	2	2	1	1	0	1	0	0	2	2
"E886_788"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E13_795"	2	2	0	2	0	0	1	1	0	2	2	2	1	0	1	0	0	2	2
"E610_288"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1669_574"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E383_417"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1419_300"	2	2	2	2	2	2	0	0	0	1	0	0	0	0	0	0	0	2	2
"E1210_118"	0	0	1	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E696_367"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	1	2
"E1337_644"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1301_463"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1659_250"	0	1	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1973_29"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1183_153"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1549_497"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E741_551"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1497_764"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1082_607"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1449_69"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E512_204"	0	0	2	0	2	2	2	0	1	2	0	0	0	0	0	0	0	2	2
"E360_377"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E698_223"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1126_619"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E418_34"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E72_423"	2	2	0	2	2	0	2	1	0	2	0	0	0	0	0	0	0	2	2
"E1567_484"	2	2	0	2	2	0	2	2	0	2	1	1	1	0	0	0	0	2	2
"E720_493"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1881_204"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E432_736"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1632_462"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	1	2
"E204_660"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E195_267"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1137_202"	0	0	2	0	2	2	1	0	1	2	0	0	0	0	0	0	0	1	2
"E576_467"	2	2	0	2	2	0	2	2	0	1	0	0	0	0	0	0	0	2	2
"E1216_532"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E710_123"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1017_494"	2	2	0	2	0	0	2	2	0	2	2	0	1	0	1	0	0	2	2
"E136_387"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1599_143"	0	0	2	2	1	0	2	0	0	2	0	0	0	0	0	0	0	2	1
"E653_526"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E391_464"	2	2	0	2	1	0	2	2	0	2	1	1	0	0	0	0	0	2	2
"E269_341"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1045_298"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2
"E1310_310"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1925_192"	2	2	2	2	2	2	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1845_502"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E118_601"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E47_357"	2	2	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E505_237"	0	0	2	2	2	2	1	0	1	2	0	0	0	0	0	2	0	2	2
"E458_419"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E123_20"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E1611_282"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E451_162"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E254_473"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1472_32"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E588_762"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1159_708"	2	2	0	2	0	0	2	1	0	2	2	2	1	0	1	0	0	2	2
"E504_731"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1417_406"	0	0	1	0	2	2	0	0	1	2	0	0	0	0	0	0	0	1	2
"E1077_763"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1956_415"	2	2	0	2	2	0	2	2	0	2	2	0	1	0	0	0	0	2	2
"E1165_129"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1511_621"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E382_167"	0	0	1	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E250_601"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E719_799"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E87_14"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	2	2
"E1667_267"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E703_409"	1	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1520_175"	0	2	2	2	1	0	1	0	0	2	0	0	0	0	0	0	0	2	1
"E1364_785"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1761_219"	2	2	2	2	2	1	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1260_350"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E393_599"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E987_127"	0	0	0	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1160_641"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E544_370"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E727_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"E990_296"	0	0	1	0	2	1	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1763_714"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1676_579"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1146_654"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1705_525"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E947_102"	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1733_522"	2	2	0	2	0	0	2	2	0	2	1	1	0	0	1	0	0	2	2
"E753_528"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1188_101"	0	0	2	0	2	0	1	0	0	2	0	0	0	0	0	2	2	2	2
"E164_333"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	1	2
"E18_753"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E4_342"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E557_430"	2	2	0	2	2	0	2	2	0	2	1	0	1	0	1	0	0	2	2
"E1854_258"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1873_334"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E515_100"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E56_313"	2	2	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1784_118"	0	0	0	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1555_749"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E578_558"	2	2	0	2	1	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E192_660"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1685_151"	0	0	2	1	2	0	2	0	1	2	0	0	0	0	0	2	0	2	2
"E484_529"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E589_651"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E214_34"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	2	2
"E1626_376"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1365_107"	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1969_172"	0	0	2	2	2	2	2	0	1	2	0	0	0	0	0	2	0	2	2
"E1957_789"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E344_163"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1499_247"	1	2	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	2	2
"E1279_619"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E591_486"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E514_391"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E430_743"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1459_268"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1441_195"	0	2	2	2	2	1	1	0	0	2	0	0	0	0	0	0	0	2	2
"E127_482"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E324_197"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E173_762"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	1
"E853_123"	0	0	1	1	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E287_428"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1145_198"	0	0	1	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E868_439"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1351_725"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E945_570"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1684_315"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E738_19"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1154_204"	2	2	2	2	2	2	2	0	0	2	0	0	0	0	0	0	0	2	2
"E76_527"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1892_89"	0	0	1	0	2	0	1	0	0	2	0	0	0	0	0	2	0	2	1
"E1580_410"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1438_741"	2	2	0	2	0	0	1	2	0	2	2	2	1	0	1	0	0	2	2
"E1164_558"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1707_324"	2	2	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E102_606"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E268_73"	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E530_71"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1296_200"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1385_384"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1065_311"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E1709_541"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1206_360"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E498_247"	0	0	2	0	2	2	2	0	1	1	0	0	0	0	0	0	0	2	2
"E332_164"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1804_149"	0	0	2	1	1	0	2	0	1	2	0	0	0	0	0	2	0	2	2
"E1726_309"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1786_704"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1584_200"	0	0	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E129_75"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E1664_442"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1100_18"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E472_794"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E303_572"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E280_403"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1997_518"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1149_250"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1540_223"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1891_707"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1222_296"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E1835_165"	0	0	2	2	2	1	2	0	1	2	0	0	0	0	0	2	0	2	2
"E547_177"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E558_307"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E36_371"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E511_618"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1387_420"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E502_766"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1215_432"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1091_533"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E8_14"	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	2	1	1
"E1940_95"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1622_431"	2	2	0	2	2	0	2	2	0	2	0	1	1	0	0	0	0	2	2
"E141_799"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E1442_639"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E115_430"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1143_52"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1558_677"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1383_571"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1530_665"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E260_673"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E61_615"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1568_277"	1	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E456_507"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E890_292"	2	2	0	2	2	1	0	0	0	2	0	0	0	0	0	0	0	1	2
"E900_739"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1975_178"	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2
"E1650_191"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	1	2
"E1658_302"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1163_517"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1490_454"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1311_564"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E643_709"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E872_122"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1864_411"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	1
"E1744_469"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1995_478"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E460_90"	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E450_483"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1011_58"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E723_135"	0	0	1	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	1
"E1200_158"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1859_208"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	1
"E1887_482"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	1
"E1576_272"	0	0	2	1	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1170_323"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1202_290"	2	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E655_732"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E40_66"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E310_201"	0	0	2	2	2	1	0	0	1	2	0	0	0	0	0	2	0	2	2
"E866_76"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1052_401"	2	2	0	2	2	0	2	2	0	1	0	0	0	0	0	0	0	2	2
"E625_467"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E919_627"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1177_725"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E1381_150"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1655_317"	2	2	0	2	2	0	1	0	0	2	0	0	0	0	0	0	0	2	2
"E810_625"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1016_272"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1258_430"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E765_191"	2	1	2	2	2	0	2	2	0	2	0	0	0	0	0	2	0	2	2
"E423_553"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E940_64"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1155_449"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E649_476"	2	1	0	2	0	0	1	2	0	2	2	2	1	0	1	0	0	2	2
"E1553_119"	0	0	2	1	0	0	2	0	0	2	0	0	0	0	0	2	0	2	1
"E912_49"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1876_163"	0	0	2	2	1	2	0	0	0	2	0	0	0	0	0	2	0	2	2
"E1966_766"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E320_720"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1356_669"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E820_155"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E680_645"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	1
"E1953_235"	2	2	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1758_568"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E283_391"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E266_57"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1998_258"	0	0	2	0	2	1	1	0	1	2	0	0	0	0	0	0	0	2	2
"E1153_559"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1586_531"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1370_787"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1700_369"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1882_708"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1721_670"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E463_560"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E482_250"	0	0	2	0	2	2	1	0	1	0	0	0	0	1	0	0	0	2	2
"E636_794"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E1292_451"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1075_755"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
